<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NLMK,1,130223,1001,125.08,125.3,125.02,125.26,24830
NLMK,1,130223,1002,125.24,125.32,125.16,125.3,8800
NLMK,1,130223,1003,125.32,125.48,125.26,125.46,13130
NLMK,1,130223,1004,125.46,125.46,125.18,125.2,17390
NLMK,1,130223,1005,125.2,125.34,125.16,125.2,14210
NLMK,1,130223,1006,125.18,125.34,125.16,125.34,17390
NLMK,1,130223,1007,125.34,125.34,125.26,125.32,13920
NLMK,1,130223,1008,125.3,125.34,125.3,125.34,10350
NLMK,1,130223,1009,125.34,125.34,125.28,125.32,4930
NLMK,1,130223,1010,125.3,125.4,125.3,125.4,5440
NLMK,1,130223,1011,125.3,125.4,125.28,125.3,5220
NLMK,1,130223,1012,125.3,125.42,125.3,125.42,10330
NLMK,1,130223,1013,125.42,125.5,125.4,125.48,16390
NLMK,1,130223,1014,125.44,125.6,125.4,125.6,28240
NLMK,1,130223,1015,125.6,125.6,125.5,125.6,4770
NLMK,1,130223,1016,125.52,125.6,125.46,125.54,16640
NLMK,1,130223,1017,125.54,125.56,125.4,125.42,32060
NLMK,1,130223,1018,125.4,125.5,125.4,125.48,8130
NLMK,1,130223,1019,125.5,125.5,125.46,125.46,6400
NLMK,1,130223,1020,125.48,125.48,125.46,125.48,7480
NLMK,1,130223,1021,125.48,125.52,125.48,125.52,3430
NLMK,1,130223,1022,125.52,125.52,125.48,125.48,6990
NLMK,1,130223,1023,125.48,125.5,125.46,125.5,1850
NLMK,1,130223,1024,125.46,125.46,125.4,125.4,17560
NLMK,1,130223,1025,125.42,125.5,125.4,125.5,12570
NLMK,1,130223,1026,125.5,125.56,125.5,125.54,5200
NLMK,1,130223,1027,125.54,125.56,125.5,125.5,1070
NLMK,1,130223,1028,125.5,125.56,125.46,125.56,3720
NLMK,1,130223,1029,125.56,125.56,125.42,125.5,1910
NLMK,1,130223,1030,125.52,125.56,125.46,125.52,1170
NLMK,1,130223,1031,125.5,125.56,125.5,125.54,5380
NLMK,1,130223,1032,125.54,125.54,125.42,125.42,3830
NLMK,1,130223,1033,125.54,125.54,125.46,125.5,2510
